compound,source,"(2R)-2,3-Dihydroxypropanoic acid","(3R,5S)-1-Pyrroline-3-hydroxy-5-carboxylic acid","(6R,10S)-13-[(2R)-6-Hydroxy-2,7,8-trimethyl-3,4-dihydro-2H-chromen-2-yl]-2,6,10-trimethyltridecanoic acid","(9E,11E)-13-Hydroperoxy-9,11-octadecadienoic acid",(E)-2-methyl-2-Pentenedioic acid,(E)-Aconitic Acid,(R)-2-Amino-3-methoxypropanoic acid,1-Aminocyclopropanecarboxylic acid,1-Methylnicotinamide chloride,"1,4-Diaminobutane dihydrochloride","1,5-Anhydro-D-glucitol",2-Aminoisobutyric acid,2-Aminophenol,"2-Butene-1,2,3-tricarboxylic acid",2-Furoic acid,2-Hydroxy-2-methylbutyronitrile,2-Hydroxyisobutyric acid,2-Hydroxyoctanoic acid,2-Hydroxypyridine,2-Ketobutyric acid sodium salt,2-Methylbutyronitrile,2-Methylbutyrylglycine,2-Methylcitric acid,2-Methylpropionitrile,2-Oxo-3-phenylpropanoic acid,2-Phenylpropionic acid,"2,5-Dihydroxybenzoic acid","2,6-Diammonio-2,3,4,6-tetradeoxy-L-erythro-hexonate","2,6-Dihydroxypyridine HCl",2'-Deoxyinosine,"3-(3,4-dihydroxyphenyl)propanoic acid","3-(5,6-Dihydroxycyclohexa-1,3-dien-1-yl)propanoate",3-Hydroxybutyric acid,3-Indolepropionic acid,3-Methylhistamine,3-Methylhistidine,"3,4,5-Trimethoxycinnamic acid",4-[(3-Aminopropyl)amino]butanoic acid,4-Hydroxybenzaldehyde,4-Morpholinylacetic acid,4-Oxoproline,5-(Hydroxymethyl)uracil,5-Amino-1-(5-phospho-D-ribosyl)imidazole,5-Aminolevulinic acid hydrochloride,5-Aminovaleric acid,5-HIAA,5-Hydroxytryptophol,"5,5-Dimethylhydantoin",6-O-Phosphono-alpha-D-glucopyranose,6α-Hydroxy-castasterone,7-Methylxanthine,8-Amino-7-oxononanoate,8-Hydroxyquinoline,9-HpODE,a Jasmonoyl-valine,Acetone cyanohydrin,Acetyl-L-carnitine,Acetylcholine,Acetylphosphate,Adenine,Adipic acid,Aetoacetic acid,Alanine,alpha-Ketoadipic acid,alpha-Ketoglutaric acid,Aminoacetone,Aminoadipic acid,Aminobutyric acid (GABA),Arabinose,Arachidonic acid,Arginine,Aspartic acid,Azelaic acid,Benzoic acid,Benzoyl-β-D-glucopyranose,Betaine,Bilirubin,Carnitine,Carnosine,Cholestenone,Cholesterol 3-Sulfate Sodium Salt,Choline,Choline chloride,"cis-2,3-Dihydroxy-2,3-dihydro-p-cumate",Citraconic acid,Citric acid,Citrulline,Coenzyme Q10,Creatine,Creatinine,Crotonic acid,Cyclohexane-1-carboxylate,Cyromazine,Cystine,Decanoylcarnitine,Deoxycholic acid,Deoxyinosine,Deoxyuridine monophosphate,Dimethyl sulfone,Docosahexaenoic Acid,Dopamine,Ecgonine,Elaidic Acid,Ethyl 3-indoleacetate,Ethyl myristate,Ethylene glycol,Fructose,Fructose-6-phosphate disodium salt,Fructoselysine,Galactosamine HCl,Gallate,Gluconic acid,Glucosamine hydrochloride,Glucuronic acid sodium salt monohydrate,Glutamic acid,Glutamine,Glutaric acid,Glutathione reduced,Glyceric acid hemicalcium salt monohydrate,Glycerol,Glycerol monooleate,Glycerol monopalmitate,Glycerol monostearate,Glycocyamine,Glycolaldehyde dimer,Guanine,Gulonic acid γ-lactone,Guvacoline,Hexadecanoic acid,Hexanoic acid,Hexanoylcarnitine,Hippuric acid,Histidine,Histidinol Dihydrochloride,Homocysteine,Homoserine,Hydrocinnamic acid,Hydroquinone,Hypoxanthine,Imidazole-4-acetaldehyde,Indole,Indole-3-acetic acid,Indoxyl sulfate potassium salt,Isocitric acid trisodium salt hydrate,Isoleucine,Isonicotinic acid,Isovaleraldehyde,Isovaleric acid,Itaconic acid,Kaempferol,Kynurenine,Lactic acid,Leucine,Linoleic acid,Linolenic Acid,Lysine,Maleic acid,Malic acid,Malonic acid disodium salt,Maltose,Mannosamine HCl,Margaric acid,Mebendazole amine,meso-Diaminopimelate,meso-Erythritol,Methionine,Methyl 4-aminobutyrate HCl,Methylimidazoleacetic acid,Mevalonolactone,Monomethyl glutarate,Myristic acid,N-Acetyl-DL-tryptophan,N-Acetyl-L-cysteine,N-Acetyl-L-seryl-L-aspartic acid,N-Acetylaspartic acid,N-Benzylformamide,N-Isopropylammelide,N-Methylaminobutanal,N-Phenylacetylglutamine,"N,N-Dimethylglycine hydrochloride","N3,N4-Dimethyl-L-arginine","N6,N6,N6-Trimethyl-L-lysine",Nicotine,O-Acetyl-L-carnitine HCl,O-Methyl-L-serine hydrochloride,octadec-9-ynoic acid,Oleic acid,Ornithine,Ortho-Hydroxyphenylacetic acid,Oxalic acid,Palmitic acid,Palmitoleic acid,Palmitoyl sphingomyelin,Pantothenate,Phenol,Phenyl phosphate,PhenylAc-Gln-OH,Phenylacetate,Phenylalanine,Phospho(enol)pyruvic acid Monopotassium Salt,Pipecolic acid,Pipecolinic acid,Piperine,Proline,Prolylleucine,Propionylcarnitine,Pyroglutamic Acid,Pyruvic acid,Pyruvic Aldehyde sln aq 35-45%,Serotonin HCl,sn-Glycerol-3-phosphate (cyclohexyl ammonium salt hydrate),Sodium Pantothenate,Spermidine,Stachydrine,Stearic acid,Stearic Acid methyl ester,Sulfate,Taurine,Testosterone sulfate,Theobromine,Theophylline,Threonic acid,Threonine,trans-10-Heptadecenoic Acid,trans-3-Indoleacrylic acid,trans-Aconitic acid,trans-Cinnamaldehyde,Trimethylamine N-oxide,Tropinone,Tryptamine,Tryptophan,Tyrosine,UDP-α-Glucose (sodium salt),Uracil,Urea,Uric acid,Uridine,Urocanic acid,Xanthine,Xanthosine dihydrate
A.199,1,10890818.4,2954073.593,40889.37993,51935192.99,164538561.9,1103233554,4244993.066,1951532.093,887977.1262,53451451.77,223416.4212,6154538.599,3392363.569,604488.0842,6454950.716,428580.0352,19977214.69,8055186.799,36747880.83,13669408.53,10084811.11,4181578.486,1191818.813,11619361.54,4666153.271,25848708.7,9527702.186,4377495.076,3194239.634,266365587.1,9094039.209,27957351.35,4638132536,926723.9763,11208689.26,12701389.6,19867873.48,11394202.06,9385764.13,8733061.738,47409517.31,23086022.58,1334442.235,7612372.107,3781364.653,1274123.786,17447373.54,21606776.67,1676.060455,899313.2788,16956998.29,23693544.12,2258083.786,165567688.6,5347023.102,23821664.93,24332305.2,12774165.35,7603223.295,293457508.3,10768802.08,25894318.19,10792801.25,7036812.216,1359244511,10335500.57,1265874.814,226188.3026,4514991.42,2070703.024,616012.3436,796642.3723,11706744.51,28116652.01,82072.96604,14851670.14,11097874.58,22585827.75,2336960.689,69547096.5,16363.9251,4178391.155,29756856.67,67284968.42,25906535.89,12217712566,7924268.315,15875967.33,36027675.5,6923619.471,16742757015,15458196.64,12159022.7,13395955.63,5642350.642,4422610.338,2601067.265,14058313.67,15875967.33,1230931.384,11824899.69,14223875.14,36149391.65,5398294.114,88155532.15,80295023.34,3487964.624,4608071.877,26888570.69,8722893.401,636900.9859,4257202.538,8592205.483,1982447.733,137949943.2,453007816.8,13849477.24,3484071.802,7078968.321,8972685.545,11633228.03,13209887.88,3385980.392,29206580.29,4037284.458,18768156.37,5235059.04,50133900.33,3962767.664,55994997.86,6152672.265,10109812.5,10767840.47,6458347.705,8680696.736,6487422.759,13521184.54,467124709,243658695.9,6902209.251,3167018.324,12905258.33,9042508.508,7222864.317,5674654.945,714171192.4,20343652.48,9042508.508,123553850.1,89431.29871,6130804.553,69845646.56,16419689.54,458902345.1,8426207.942,10363376.49,242021066.6,5716659152,6125405.82,3962767.664,39987928.73,1807699.082,38663.63043,57941.94519,65106464.13,16298545.65,10095305.28,24088929.04,11375180.13,708216.7262,11458809.3,11673244.18,5435527.209,29822.13357,21865738.55,8867325.339,11451165.9,21586004.16,12846905.9,7342059.973,6376853.588,6066564.119,1951532.093,10697203.49,4890354.967,2078168.647,58213864.07,49589897.65,6716336.378,72285792.69,1255362465,8162772.962,9781357.646,50218070.95,10917279.09,299556.0319,2426675.479,140710582,213443937.1,132941516.3,16710625.49,10853826.97,38063006.17,13452645.64,7946662.353,6595728.786,6390180.907,7806966.416,3469044.598,4100645.098,1951532.093,6458347.705,12975591.3,3723107.858,69976863.92,19505180.94,35075448.47,14316969.18,2061577.538,3920558.266,32574157.46,802025.7746,10147690.38,1248427.389,8467202.118,10585893.57,28302751.24,19469444.57,918367.2353,18743963.57,1605219.688,80002845.32,6395202.457,7789802.257,9062313.964,5045804.593,5229526.238,9047305.112,11344143.27,5715341.075
A.375,1,4972118.665,12257366.04,51108148.03,89663.2395,20997059.28,12643589.3,6157685.618,9792091.896,682546.2627,13215870.65,38681809.12,11664874.52,9316691.387,16350.73702,10066516.37,1249711.691,80032313.46,7762044.805,17709568.66,9919247.591,11489748,38241546.35,104653.891,12766007.67,11127888.77,8767019.488,11112890.29,15182644.37,16349264.05,9104221.92,8573649.252,16842213.44,13148764.05,15437796.08,1639198.854,2191035.603,7889815.877,20541912.91,7952992.748,794079.8985,1206820232,57631962.26,20441764.85,6744125.463,50230128.45,8054085.693,13113233.92,5601586.197,71959.6727,1514931.414,67145598.72,10482849.01,7392600.349,602547.7016,10610502.27,18971710.12,12693258.96,9387997.542,9233333.046,3997479267,9588558.796,11643493.56,1961505.753,16909984.16,13606712.12,10040211.23,11500245.9,424993210.6,10169165.69,3049791.988,177255.9424,1964318.35,16842213.44,11239646.83,2122306.865,7846527.086,4575298.761,11744676.25,24528868.34,64421609.15,417379.9744,16267737.4,15403322.2,8305689.451,16193331.43,1705124808,16358870.4,22627837.53,9405845.614,10078964.6,3602512.023,11165803.34,10544222.98,5114937.037,2802372.861,14654321.65,12484352.33,21333666.5,8362863.856,1698576.272,12840077.51,4267623.76,12211891.76,11172624.04,1503555895,8463339.792,10904743.42,7509466.073,4488961.246,2106066.146,166880.0737,376576163.8,16498823.25,6647156.039,3335776.98,212693350.1,14196971.74,7704635.141,5388394.74,19206694.89,12029224.44,11104243.78,3705846.488,54066651.13,7049732.477,9604615.489,866026.3224,59626000.51,12534863.17,18437043.28,8420706.335,307836829.3,12614999.98,10877160.06,881196.318,10687846.72,50514604.81,7711166.162,140955.209,10474899.27,8289726.016,13034553.85,18885930.11,16404375.05,11901157.05,7159024.212,19806123.33,18885930.11,697065.0859,11038154.41,6795368.043,892920888.7,14293407.9,1229152160,849058.7446,12018723.55,6559106.873,258689012.6,38115393.83,12534863.17,88157668.09,13364705.15,63370.13376,14868535.71,37750349.01,13932935.9,25334413.83,10257448.61,9632253.909,45023916.46,1064886.06,7412827.992,47178370.67,10098222.54,9601218.463,8356417.542,70078989.93,14767073.54,8163865.969,13303844.74,11160557.26,7521112.919,9792091.896,10030379.05,5611769.679,7981198.592,68359021.58,28277844.44,7929967.969,6761516.932,168441976.4,406623570.8,15327085.37,5908243.184,6911174.832,37938.03696,2263088.75,52258973.91,8568165.589,5815198.831,8403148.382,12364008.58,491842.0083,13775835.33,7265706.514,14649900.26,13706288.65,32457531.85,24877305.67,9221314.139,9792091.896,10877160.06,9570813.723,36221480.71,45024828.2,9928848.806,7347373.125,15987076.11,2935114.324,6233548.953,89233387.94,568191.3315,8036959.868,2153242.729,18382643.67,5417863.921,20429291.91,26039300.9,57173165.33,17630235.25,510163.2483,125747395.9,8388308.338,3934658.984,10139594.13,425943068.2,525467198.4,5103578.425,282867086.4,12507852.02
A.353,1,9030010.296,3709101.698,5505528.775,3728957.714,143171222.4,1253820098,6507355.224,1808255.582,615168.5312,52834425.64,1664561.746,8606828.79,3965262.658,700260.7763,7108178.122,659655.5909,58501251.64,10054089.56,34967248.84,12596446.78,14025687.49,94629190.93,1626783.816,17764834,4899963.533,21869340.41,9017787.26,10638460.99,1839756.898,237736599.5,14953855.81,16558213.14,9508428.813,1236409.718,8516563.295,8966724.872,19867873.48,15064091.45,16284361.98,4303866.358,3307647.605,4269095.463,6298864.983,14313256.13,1334106221,3510038.209,18469516.8,8809420.384,258816.7881,517007.2745,6929211.272,10937390.22,3312900.302,2467009.928,6379749.411,19624054.62,8940526.496,11247540.16,4276762.123,19320772.65,10975056.02,23754979.47,7099097.371,10487077.38,1183739744,10000584.25,1285768.305,244212.9757,1735047.33,37363564.85,23034510.71,1935026.398,16558213.14,12849345.39,1645750.893,11903233.79,32268148.6,20874775.78,2573948.04,51747171.76,832973.6375,5955397.699,27747744.01,73860234.68,575198701,200841116.2,11752447,13152381.7,45448236.73,9312680.368,40097242.44,25626492.6,9300789.846,16150301.1,3508915.649,2888584.445,4097784.123,8508652.347,13152381.7,1986802.064,8957900.004,5226826.727,35186117.09,4639084.433,27634053.18,51005706.96,102029.0137,4665317.255,30061827.12,2975238.198,857969.5727,24712256.51,4665212.479,3334829.45,45763866.08,2110707.893,17049650.04,3484071.802,11072931.32,3239327.158,10894287.7,4872628.005,3982371.83,1211053503,4856300.258,19954729.35,9760885.213,19389806.46,5785308.448,2076410.326,5890247.875,1850033.267,12549192.07,6957102.263,2146226.028,6062494.625,13231175.96,126005959.9,538148.4978,8694408.972,3946510.068,10841758.19,12991958.77,8897090.19,10294007.94,776573947.5,10806841.1,12991958.77,12746476.47,85310.90818,8871498.027,47341667.18,8722697852,46576514.04,253921.892,14244506.58,196602604,2891906.83,14327369.51,5785308.448,13788964.2,5740343.186,44402.60715,66486.47319,81018888.39,12085677.13,20844474.91,36003269.15,11599923.94,1068074.766,627247.7609,7433370.113,6682033.024,247.470724,5882238.663,14810822.17,8390009.663,17400444.4,7760521.283,7019807.649,8341852.725,12806288.78,1808255.582,10935547.22,1579172.575,4424090.236,59205161.84,70851389.32,4075404.416,74143088.42,42590819.05,43948087.72,14341787.1,8636328.787,290457639.5,27252.77524,2484425.848,148029548.5,55594450.56,144948027,44594056.19,14955865.38,38415537.65,18401140.36,4943764.197,6607165.901,6971386.02,339818281.6,6577802.731,4225494.94,1808255.582,6957102.263,11766574.77,128613986.9,85423483.09,8429076.119,57273033.2,10449962.59,56334297.11,4358336.938,302996.5439,207600.7521,10111662.95,22125005.01,2571298.958,10511395.62,22792468.48,14648327.12,3221099275,16911809.39,1701134874,12682683.3,6001439.526,17761113.56,9066189.303,187880584.8,218238.4935,7304097.118,1616551.6,15525939.99
A.166,1,24745420.81,5309826.765,685737.1677,72300.80295,106666432.8,865685767.6,1013747.23,5636478.924,2147389.386,11969509.24,2362023.616,4150267.072,3758442.504,191767.4598,11165735.74,5202390.311,43592576.71,9139703.23,31128134.48,2576410.839,10242202.74,204287306.3,593557.8202,17080990.25,5122627.022,20334932.78,12691823.74,9088835.022,1489262.622,250872276.1,9207226.029,12556659.2,5143582.661,1134959.796,4812405.666,5036906.002,19867873.48,7829476.839,10354598.9,25699447.46,13466109.22,5797250.609,5896683.232,8861444.544,27070656.2,3447986.599,4432433.855,9027964.126,1524799.15,1991406.748,6734726.218,3012072.948,3390751.284,914962.2588,4060423.188,17716250.31,6765573.878,5630052.641,6789173.64,71680854.43,10658059.4,14098953.61,21494652.21,45462773.51,850931288.3,9642819.375,1134031.545,181116.9201,11844939.67,169828.8528,705597.1532,1245437.412,12556659.2,15961179.88,37110.99719,9882870.799,41245744.26,11569359.85,4161410.511,47091008.48,28717.08952,4418933.344,25000925.21,47658430.18,38920882.23,3316208593,18728545.77,13451240.42,1143243.28,4926156.067,326761557.7,41578335.39,8439789.069,24544307.34,1610685.84,2455230.726,4311539.243,11834819.51,13451240.42,227452.0347,9502372.448,5554741.185,32550557.59,11435964.64,17553748.97,42712086.23,4752962.27,3575951.892,17528129.79,4897804.731,297947.2202,5177863.109,16408570.7,3569550.888,16233171.37,8768627445,14064857.37,3484071.802,7743109.399,3727454.895,11151204.42,5040593.473,3761781.251,1042376730,2944513.682,11751011.11,10789200.91,5171764.892,13580909.88,48543519.31,3173595.639,1358318.571,12485866.17,11503764.21,12974271.13,9339603.071,17649488.96,7983201.534,991773878.5,8923895.559,3027177.219,10047661.31,11631669.99,13319785.85,5650527.057,580758984.5,11133540.52,11631669.99,188502241,80177.7208,8946975.857,79197721.69,28444965.37,55739889.81,95732759.08,9932202.661,179256103.4,8164387049,19162249.52,13580909.88,2860735.399,8661990.922,55975.1361,125183.6757,58210096.17,16984142.79,15998244.54,21259490.78,10516485.6,722747.1923,1798848.823,3328765.202,34125575.93,25871.71244,6680519.254,9150741.083,6359843.408,15119984.26,3751985.839,13835061.25,6785665.033,7610410.978,5636478.924,10222599.42,5233603.695,3779930.855,54712736.21,50563593.49,1728666.974,58881674.6,214363431.9,236200597.4,15551192.68,4979399.464,12511388.09,1377287.07,24495742.3,38192041.53,58878770.79,100158369.5,76726591.48,10418071.39,17598340.58,17099954.56,3049610.837,4189802.717,12339908.48,25828257266,4321320.791,4237574.81,5636478.924,11503764.21,11711129.66,195642835.5,80338503.45,5955128.6,52595634.4,8573431.133,46985.97927,4507849.446,516445.5202,358433.5478,15240742.27,164462.2351,2457155.214,11114857.95,19633041.34,9595232.069,3921911.167,15894380.17,4304401.373,536498.0621,4566448.349,10411188.76,7598278.586,21577159.48,219779.7689,8729349.997,3236796.014,28212606.95
A.133,1,635848.1667,1870218.57,78144.81462,28604.54576,86759183.51,718281324.7,6301837.925,1358838.15,16491645.54,47453623.99,466725.3511,17032779.29,5511647.641,593448.5768,4727858.87,1086378.226,65247409.09,8653018.9,28475810.15,1982172.714,13205175.86,125456245.6,739848.7992,14201181.53,4882636.741,19324235.36,10583818.1,16876667.9,2927632.435,250337796.3,10329405.55,16766044.75,4801419.931,1341246.29,10448631.54,10257218.67,19867873.48,4756965.301,11189651.82,20741113.43,18647812.81,12007031.09,16004416.6,11863230.35,67531704.39,5850008.767,5323844.333,3300219.534,242784.3748,678303.2159,31968135.43,16962518.37,2646721.225,31736.59596,8513419.344,29686443.21,10426450.84,8465997.254,8158613.077,24607662.18,11518279.3,15139225.82,43151139.53,41899704.41,614896088.3,8946229.276,1162231.485,62882.63222,3624719.626,470743.7397,2220192.524,1090226.815,11177083.28,14814018.01,17247409.79,10753461.79,46010378.35,11705858.36,11889092.66,86224309.22,250672.4793,9370458.527,23875233.3,40297466.28,18123329049,2743732890,17026806.33,13089594.11,15031052.95,9528517.203,258382549.4,11252858.71,7591974.18,49778043.33,2649138.143,2233782.31,3459688.144,9699610.282,13089594.11,576959.8034,8831650.159,5052645.114,29437122.46,3517249.157,10251286.68,47017488.32,88568.05192,5497564.21,33887535.59,7693652.695,640785.9557,336583017.5,3581913.833,2769898.131,43344254.44,2736553.105,13142718.33,3484071.802,5321542.672,4291741.065,11845054.04,5097223.681,5414534.382,928258951.9,4912826.622,13561441.19,9964387.745,7116308.079,6553683.033,42154480.39,5194978.541,133367510.9,9497658.534,3886725.271,11720168.9,5644197.99,15268378.64,8958632.179,1946554.194,7016688.329,2803741.346,9941242.554,26948971.79,9232365.685,6663340.218,588270749.2,27307409.37,26948971.79,37047179.99,74809.76706,7333492.052,1221214113,63528352.22,5021603.771,296778.2744,13008054.1,177863723.1,8038872.301,20333312.97,6553683.033,5562700.977,4013245.549,70847.06248,50584.20978,65121599.73,11639206.04,21148207.83,17283616.64,9983171.48,1031193.551,4122275.94,1640064.265,35360655.47,1163.081306,562825906.5,10483478.94,22484922.28,12775831.54,2215808.754,5138877.711,6517228.195,12227750.3,1358838.15,9912036.37,3080606.315,2177648.577,24087004449,53932057.09,1895159.01,60325961.55,79590147.81,3000158536,10585512.79,9830205.56,53252799.51,730141.0267,2137732.17,11970375.61,12937762.66,84642285.41,43317749.69,13629067.77,14528040.6,14183115.69,6542205.642,11705326.12,4767833.481,3007999.653,7934554.636,3881142.331,1358838.15,3886725.271,10417576.16,80519810.79,5570476182,11482443.73,42898071.56,14991897.18,42441360.62,4071978.106,11971519.36,13118465.67,8215296.889,298639199.4,2375440.794,9184661.451,19735798.65,11573541.89,642480718.9,17054348.86,5152052.747,252191442.1,8296759.146,5377230.467,10788902.4,3597797.385,3058650427,18466099.75,5815106.94,23960244.69
A.122,1,343911.7941,2393248.504,66674.10877,43074.40548,99477258.22,717534542.7,5229133.005,2375496.713,509411.1265,49811281.81,316016694.3,14509475.8,5305715.501,24948.63833,3297238.713,10709903.62,53999439.32,6559427.359,31639987.19,5783788.023,9842115.4,260401652.8,761864.2137,13081441.19,4834796.667,17165158.74,15075733.71,7049272.146,2536554.705,254762536,9246566.894,20898970.89,9261986.621,15188374.7,2508772.793,2571560.805,2869619.874,6197798.471,10669178.62,2133758.72,5862134.44,11208099.47,18801111.73,11303050.5,8265578.79,1356205.03,4411117.813,820739.321,84182.79535,954876.1135,40412139.35,6007581.714,2147864.302,108808.3408,5224600.863,16764884.91,7217685.499,5387677.821,5501040.144,88709.73823,11398915.41,11300701.28,54016896.71,18576015.04,683177000.9,2106224.506,1112708.364,49197640.94,2677779.372,6544631.611,2109723.151,28346.5433,12339611.52,18696246.96,1000044.054,7066589.648,41458464.72,7598466.99,18650409.97,39520880.75,24791.64499,5514250.156,27641636.72,32901440.68,3248954076,45953079765,10367056.91,13704462.68,26507730.48,8465840.025,607893658.9,27925545.84,7190934.229,44049868.9,1458789.729,1767160.57,3110953.033,11703453.55,13704462.68,10420260.92,8862846.958,3591913.18,34215300.09,15693515.25,36654164.84,43714555.37,103504.0673,6599058.934,41258499.7,8521203.272,496100.6003,20443752.38,11278838.14,2282159.171,5330706.669,153273211.4,15282498.81,3484071.802,5300352.076,4078944.496,11524834.76,4880133.989,6543153.878,1059751262,4795809.579,9451303.793,9792368.301,15288562.62,611187.1852,49631641.67,3506305.323,566362.6098,9611131.589,4123750.587,12518478.75,8159740.792,15086038.38,448241137.4,152450242,6680298.958,2872020.82,9678923.594,20134248.16,8651072.252,5336595.422,582416983.3,16678701.31,20134248.16,40879727.58,61938.6372,6613991.974,837458667.5,33257855.94,8457819.328,15773991.87,9583490.035,170655694.4,28116479.47,18046146.36,611187.1852,4562605.114,1146466.632,51386.95227,50276.70161,56778021.42,10588794.95,17895827.09,17354595.44,418.7728845,925225.8695,1804705.889,6169817.102,11109693.71,1999.080116,403679.3668,9205108.663,20666495.61,4416217.536,6221566.863,7327101.639,5319555.469,11701655.81,2375496.713,9459075.692,6063765.473,969003.0047,153887134.5,44692382.71,3160256.347,60878563.11,6450946.629,59089214.17,11123917.71,9548471.755,46565219.49,158149.01,24161280.94,17860299.52,8095006.999,75282694.91,50493064.99,10039961.34,12377535.32,12957342.64,4579331.547,7150080.182,4569757.397,415159638.6,6355536.456,4236314.257,2375496.713,4123750.587,10151787.91,215285892.9,656336673.8,8199156.11,32962869.14,11261820.6,1016239.323,3931144.802,10339166.22,1898219.402,5386649.698,30248910.83,1030921603,12169167.51,17462031.87,12791802.59,25406724.57,17289631.66,13027385.65,537629.1373,4726470.177,2756362.195,9148082.985,25876566.49,9375800.113,21418856.61,4296259.211,20735581.73
A.386,1,3058619999,3377126.162,9913741.686,75618709.34,118318425.9,1003529519,1119920.9,2114519.746,486534.691,4258280.55,1228896.744,12631795.94,3947825.548,270681.9678,7561110.821,6553088.223,11733806.98,6577730.038,32956765.56,3113031.788,7943493.004,2101720.796,954441.6747,14452797.41,4647078.636,25769620.18,9371368.377,6920901.398,1450571.542,5368471.759,6605019.917,9640031.047,1826580.293,996436.2307,2144670.391,2287079.38,19867873.48,39441231.93,7454886.788,670946.4594,82155349.56,48392317.25,3519542.255,6909891.784,8306367.743,1514078.463,7115291.656,16118649.77,78675.01875,1632393.29,108294367.6,9828671.672,2514221.479,3519614.161,3401478.951,9629792.206,8409856.208,8615936.427,6831218.549,5846225.014,11054373.2,19309037.46,66628857.76,262902688.9,975509221,8807069.277,1444764.443,1910239.089,7219728.244,53070181.37,253147.1987,192628.9388,9640031.047,12145474.79,4711780.438,11660939.29,27927866.06,16160528.63,6007368.104,66970483.64,1420751.989,4406037.531,26577902.88,66964093.8,22873367.02,737385684,11294745,15374643.3,9294867.358,5834134.741,9658547.645,4740438.207,8544484,13775276.91,773612.0178,5431378.521,4237514.938,9443166.064,15374643.3,61478221.5,8571321.658,1107090.328,34982791.18,5238328.342,83541549.85,65506965.56,102426.0199,2227623.435,19376861.36,3686555.298,331811.7471,11053324.12,6100272.253,2530730.365,2059413.895,136591631.3,14742749.62,3484071.802,8577390.153,2104229.652,10904705.98,12264910.53,4291681.705,46820853.53,2282131.164,17783710.46,6577730.038,67344104.17,5552167.626,51223430.79,1409595.847,1405176.202,9250177.07,7577544.839,2183341.864,5523775.269,12524526.86,449011461.2,206168.35,5434689.105,2902536.713,9855686.23,9814467.339,10346812.51,4738910.339,734089496.7,13847096.26,9814467.339,3124274.545,70964.17419,8187254.323,1846116648,170779231.4,5734223.218,3840754.043,7634838.279,222233895.3,23655303.2,13070850.19,5552167.626,83036800.16,401746.0311,49521.07662,68128.37248,110996443.2,18446067.12,15007725.38,15429718.43,10556407.14,656005.818,5479400.474,3202701.033,12140537.53,54980243.16,752430.465,6731843.599,58507136.49,14990380.72,3033174.439,6525999.309,5933073.006,7192210.277,2114519.746,10259978.94,2245944.189,3233073.208,830277122.5,44229358.16,1929142.938,72765214.78,1846623719,20532383.97,12606103.03,3652273.882,6580451.496,26749341,12605238.47,148044981.9,18234175.38,142407100.5,11903783.28,8050930.201,12639146.29,14214721.61,4079719.811,4185505.101,6941588.784,7288075.427,6323686.009,4452733.032,2114519.746,7577544.839,11401187.46,2641653.369,28114389.67,8283171.551,51339458.62,13990934.27,1343493.743,4489283.696,53696602.18,1717266.818,5246292.517,503829.7541,2439768.196,16670420.52,28743751.71,3718106.213,640396540,16467091.3,6370110.197,10508029.23,6912571.531,10241441.25,2857764.704,473564446.5,13291618.04,4859239.724,8291347.064,22384884.82
